day,gurkor,guitars,slingshots,stocks,sugar,water,tranquillity
0,6.154652911164151,2.7942854914425928,2.1365356,10.653684,3.324895992344584,3.89614894509908,7.75588048315321
1,6.189622529977591,2.843067810895035,2.1135818440911054,10.674465410914877,3.3557356073460447,3.899914957396992,7.78130959949142
2,6.16864075868952,2.839644490231707,2.1163362948001723,10.822372466049696,3.3364608479701308,3.897404282531716,7.88620470438652
3,6.15640139210484,2.823383717080893,2.0961369896003443,10.848804334576103,3.288273949530353,3.901170294829632,7.84806102987921
4,6.12492873517275,2.832797848905048,2.099809590545768,10.860730557912946,3.303693757031087,3.905354752938428,7.88302606484425
5,6.14591050646079,2.865319395206676,2.108991092909325,10.816348407064568,3.303693757031087,3.91079454847986,7.85123966942149
6,6.15290443022349,2.858472753880017,2.0970551398366992,10.96095113624641,3.253579382653719,3.909120765236344,7.84488239033694
7,6.15290443022349,2.8901384700158133,2.0970551398366992,11.195428574287185,3.305621232968677,3.909120765236344,7.75588048315321
8,6.1598983539861605,2.86703105553834,2.0327846232917914,11.095663022616826,3.282491521717583,3.921674139562728,7.75270184361093
9,6.18437708715558,2.853337772885022,2.0070764166738284,11.134843217074572,3.282491521717583,3.925858597671524,7.76223776223776
10,6.236831515375741,2.889282639849981,2.015339768801032,11.262768866115067,3.282491521717583,3.930879947402076,7.7972027972028
11,6.24032847725706,2.8901384700158133,2.028193872110013,11.02177101335771,3.29791132921831,3.949291563080776,7.81627463445645
12,6.268304172307831,2.8867151493524847,2.006158266437473,10.83123037792192,3.253579382653719,3.96142649159628,7.787666878575969
13,6.32950100523132,2.8576169237141853,2.004321965964761,10.760802574104591,3.2555068585913087,3.96351872065068,7.75270184361093
14,6.29627986735857,2.8439236410608677,2.0355390740008605,10.682140387752934,3.2555068585913087,3.955149804433088,7.739987285441829
15,6.2822920198332,2.859328584045849,2.036457224237215,10.629022848303846,3.268999190154446,3.960171154163644,7.730451366815
16,6.2892859435958695,2.8901384700158133,2.0447205763644174,10.485833932999306,3.267071714216856,3.981930336329376,7.692307692307691
17,6.33173331779337,2.909822563829958,2.047475027073486,10.435863473219266,3.257434334528899,4.00452641011688,7.67641449459631
18,6.324658755427111,2.922660016317444,2.0658380318006024,10.3966027378783,3.268999190154446,3.99657593971016,7.54291163382073
19,6.356494286075249,2.902975922503299,2.0800693604641163,10.297285023834563,3.253579382653719,4.00912931403656,7.52383979656707
20,6.37418069199087,2.89185013034748,2.071346933218738,10.395442545750312,3.238159575152992,4.01205843471272,7.53973299427845
21,6.34234516134276,2.895273451010808,2.0750195341641597,10.20080980583375,3.259286357671778,4.03082585982312,7.51748251748252
22,6.351188364300571,2.914957544824953,2.1044003417275463,10.187168361181651,3.374523353228825,4.02957469814908,7.47933884297521
23,6.322890114835559,2.931218317975767,2.1053184919639034,10.14803516734024,3.449427400340908,4.02206772810492,7.50158931977114
24,6.30520370891994,2.935497468804927,2.1144999943274607,10.37338959631106,3.4532686335261378,4.03916693764996,7.42848061029879
25,6.30343506832839,2.9286508274782683,2.1163362948001723,10.16271643215752,3.464792333081849,4.02665532090968,7.43483788938334
26,6.246838569398371,2.87730101752833,2.0970551398366992,10.142695328021883,3.489760348785872,4.00830494969064,7.47933884297521
27,6.22561488229962,2.922660016317444,2.115738160421946,10.048649572453485,3.499363431748961,4.0141437041694,7.43483788938334
28,6.269830897088701,2.905543413000795,2.1043460746992357,9.6578287445988,3.466712949674464,4.00913905747332,7.403051493960589
29,6.28751730300432,2.889509336658357,2.0929539889765247,9.609103854643324,3.516648981082517,3.99746154851572,7.41258741258741
30,6.319352833652431,2.89457272918755,2.098877873552335,9.393909569396437,3.601156111157682,3.992873955710956,7.43165924984107
31,6.30874099010307,2.874319159070784,2.0852073706850813,9.360587864073697,3.591553028194593,3.990371632362904,7.45073108709472
32,6.30874099010307,2.812714549965627,2.073815284962369,9.179615677262255,3.6242035102690897,3.978277069513976,7.57151938970121
33,6.33173331779337,2.814402347475357,2.067891400386559,9.117195296594582,3.574267478861037,3.970770099469816,7.47616020343293
34,6.3158155524693,2.830436423817795,2.057866364950572,9.103077566681751,3.572346862268422,3.974106530600556,7.46344564526383
35,6.264524975313989,2.854065588954021,2.070169817531102,8.837453875878417,3.641489059602646,3.996210386841696,7.40623013350286
36,6.278674100046509,2.856597285218616,2.0779164358225453,8.862868192675448,3.681822008047617,3.99370806349364,7.3998728544183106
37,6.29636050596213,2.887821539148627,2.080194852967088,9.055495450524289,3.658774608936209,3.988703416797536,7.32994278448824
38,6.294591865370549,2.861660677747806,2.095232406121066,9.244944269075154,3.587711795009363,3.97911117729666,7.2822631913541
39,6.28751730300432,2.838031512611583,2.080194852967088,9.351163920567483,3.641489059602646,3.964931344991024,7.30451366815003
40,6.25568177235618,2.82959252506293,2.0414617615098685,9.41338478301691,3.764408521530167,3.976191800057268,7.31404958677686
41,6.27690545945493,2.816934043739952,2.0414617615098685,9.297606735273106,3.7912971538268048,3.976191800057268,7.26319135410045
42,6.30166642773681,2.83128032257266,2.029158308929341,9.312577670192525,3.7701703713080192,3.99704449462438,7.17101080737444
43,6.30697234951149,2.804275562416977,2.035993560362968,9.192186555702344,3.839312568642243,4.00788789579928,7.158296249205341
44,6.349419723708991,2.819465740004547,2.0259685249269817,9.19515131216069,3.864280584346273,4.00663673412524,7.21869040050858
45,6.349419723708991,2.819465740004547,2.0259685249269817,9.199528934241798,3.852756884790569,4.00663673412524,7.21869040050858
46,6.36356884844151,2.819465740004547,2.046929962656771,9.171213849310806,3.8412331852348656,4.00663673412524,7.21869040050858
47,6.35472564548367,2.8439388038956377,2.059689098666206,9.2114008538281,4.00832682879258,4.02373594367028,7.24094087730451
48,6.368874770216189,2.837187613856718,2.065157299813108,9.148484689161508,3.9603114139771423,4.01372665027808,7.30451366815003
49,6.38125525435713,2.837187613856718,2.0546765809482146,9.092398340974018,3.9929618960516393,4.0141437041694,7.20915448188175
50,6.37241205139932,2.849846095179696,2.048297012943495,8.93599790116732,3.904613532791237,4.01539486584344,7.196439923712649
51,6.38302389494868,2.867567969031864,2.035993560362968,9.128254322194053,3.873883667309354,4.01789718919148,7.142403051493959
52,6.38479253554026,2.848158297669963,2.030981042644975,9.2818768435937,3.831630102271776,4.00621968023392,7.0979020979021
53,6.390098457314941,2.821997436269145,2.038727660936418,9.139759462604076,3.8354713354570062,3.990371632362904,7.16783216783217
54,6.40424758204743,2.839719310121313,2.028702625500432,9.182471116715064,3.779773454271101,4.01497781195208,7.05975842339479
55,6.38832981672336,2.7983682711329187,2.027791258642615,9.09674491273505,3.8047414699751303,3.991205740145588,7.06293706293706
56,6.37241205139932,2.778958599771021,2.001361619765925,9.28123679802905,3.793217770419427,3.972021261143844,7.15193897012079
57,6.34057652075118,2.762924523428583,2.0104752883440944,9.223700305671844,3.908454765976474,3.977442961731292,7.2027972027972
58,6.33880788015963,2.768831814712638,2.0150321226331784,9.083312574853387,3.958390797384527,3.965348398882368,7.21869040050858
59,6.36003156725838,2.75448553587993,2.0232344243535314,9.080322153133142,3.958390797384527,3.944078650423912,7.142403051493959
60,6.33880788015963,2.762924523428583,2.032348092931699,9.267151181602896,4.014088678570432,3.947832135445992,7.19961856325493
61,6.37594933258242,2.769675713467503,2.048752696372405,9.1889743878406,4.014088678570432,3.947832135445992,7.19961856325493
62,6.38479253554026,2.742670953311817,2.0710811843889183,9.267749483218545,4.014088678570432,3.954087943816124,7.294977749523211
63,6.38302389494868,2.755329434634795,2.087030104400715,9.155436361067498,4.014088678570432,3.965765452773708,7.37762237762238
64,6.3936357384980695,2.734231965763167,2.0852073706850813,9.318859820806038,3.971835113532846,3.946998027663308,7.35537190082645
65,6.38479253554026,2.717353990665861,2.0797391695381786,9.305653061209036,3.99872374582949,3.948249189337332,7.24094087730451
66,6.398941660272749,2.729168573233974,2.0938653558343416,9.317464614197355,4.025612378126136,3.94616391988062,7.30133502860776
67,6.398941660272749,2.729168573233974,2.0915869386897987,9.302965122880773,4.033294844496603,3.952002674359412,7.32358550540369
68,6.38832981672336,2.75786113089939,2.092498305547615,9.0585087405755,3.9603114139771423,3.967016614447736,7.31722822631914
69,6.36356884844151,2.774739105996693,2.0710811843889183,9.028457808699068,3.958390797384527,3.964931344991024,7.361729179910999
70,6.356494286075249,2.762924523428583,2.0715368678178256,8.890218694288002,3.9411052480509703,3.951168566576728,7.30451366815003
71,6.33350195838495,2.75954892840912,2.074270968391278,9.123379772730445,3.956470180791905,3.949917404902704,7.27272727272727
72,6.3158155524693,2.738451459537492,2.081561903253812,9.022142283748284,3.881566133679829,3.93823989594512,7.2790845518118195
73,6.33703923956805,2.724105180704784,2.0970551398366992,8.95360594572939,3.919978465532178,3.928230602552904,7.27590591226955
74,6.34234516134276,2.724105180704784,2.1152824769930385,8.842783549185002,3.895010449828148,3.928230602552904,7.26001271455817
75,6.321121474244009,2.730856370743704,2.105257441557052,8.85113056728196,3.967993880347609,3.91988952472606,7.266369993642719
76,6.324658755427111,2.719041788175594,2.1125483764195883,8.724861455200783,3.923819698717416,3.911965500790556,7.22186904005086
77,6.321121474244009,2.7435148520666823,2.119383627853215,8.920679927377584,3.971835113532846,3.933652303140352,7.24729815638907
78,6.33880788015963,2.746890447086142,2.132598447291559,8.904440606776697,4.019850528348284,3.92364300974814,7.294977749523211
79,6.34057652075118,2.766300118448043,2.131687080433742,9.088693003161822,3.9948825126442538,3.939074003727804,7.29179910998093
80,6.322890114835559,2.748578244595875,2.114371110135222,9.133465300960284,4.014088678570432,3.925311225313508,7.269548633185
81,6.322890114835559,2.748578244595875,2.114371110135222,8.89199068079863,3.9391846314583487,3.925311225313508,7.269548633185
82,6.368874770216189,2.750266042105605,2.142623482727548,8.986158134681068,3.9660732637549945,3.913633716355924,7.2790845518118195
83,6.37424179951692,2.757017232144525,2.143534849585358,8.922482345832732,3.989120662866402,3.922808901965452,7.288620470438651
84,6.393920906952991,2.7612367259188533,2.128952979860292,9.168214370133429,4.033294844496603,3.921140686400084,7.32994278448824
85,6.35277368231394,2.767987915957773,2.120750678139939,9.132611349092514,4.010454099742496,3.907377907985792,7.3998728544183106
86,6.36708576044928,2.817777942494817,2.1057131249859613,9.51211902567078,3.997130331969264,3.904458530746396,7.492053401144309
87,6.35277368231394,2.814402347475357,2.087030104400715,9.33628503975991,3.943835260876343,3.904458530746396,7.50476795931341
88,6.370663779983099,2.842251006385908,2.089308521545256,9.264080373608545,3.943835260876343,3.904458530746396,7.53019707565162
89,6.368874770216189,2.842251006385908,2.086574420971805,9.332895806250958,3.941931865480168,3.904458530746396,7.55562619198983
90,6.41181100462215,2.847314398915098,2.089308521545256,9.025989034247944,3.9305114931031113,3.931840771000272,7.492053401144309
91,6.41538902415597,2.8456266014053684,2.0933830127032,8.912122192611482,3.907670748348997,3.9422128317025,7.46344564526383
92,6.42433407299055,2.848158297669963,2.098362946340685,8.899750203895424,3.8505688864637255,3.9384788898497,7.49523204068659
93,6.42612308275746,2.851475896152981,2.097910225100914,8.870193064128525,3.814404373936387,3.93764912499352,7.51112523839797
94,6.43149011205819,2.828252706771864,2.105153764937257,8.769827401926609,3.804887396955505,3.934330065568808,7.50158931977114
95,6.41896704368979,2.8315703052548797,2.091572127744113,8.682548290887398,3.783950047597566,3.951755127548548,7.507946598855691
96,6.436857141358949,2.859769892360523,2.090666685264571,8.65483657467639,3.669746323827017,3.953829539688996,7.66052129688493
97,6.436857141358949,2.8547934946359987,2.0856867516270854,8.56746533762145,3.7344617672969953,3.948436068123836,7.644628099173561
98,6.43506813159204,2.844840699186948,2.0779904905509707,8.2242315061907,3.72113799952377,3.945117008699124,7.561983471074381
99,6.452958229261171,2.844840699186948,2.091572127744113,8.236257881283207,3.764916093635809,3.95673371668562,7.68595041322314
100,6.469059317163389,2.862258091222785,2.1006265525395422,8.320449438575421,3.755399116654933,3.952999774832816,7.76223776223776
101,6.488738424599459,2.875528485154854,2.12145172956903,8.512151210195393,3.80679079235168,3.969180189528292,7.85123966942149
102,6.490527434366371,2.863087490843541,2.118735402130401,8.670966114575688,3.759205907447284,3.972914131381092,7.83852511125239
103,6.48694941483255,2.855622894256752,2.133222481803088,8.638416579526725,3.7496889304664016,3.976233190805804,7.90845518118245
104,6.490527434366371,2.850646496532228,2.1286952694053727,8.689171884826246,3.80679079235168,3.958393246397976,7.95931341385887
105,6.504839512501709,2.848158297669963,2.122809893288343,8.64525810028531,3.759205907447284,3.949680715408104,8.051493960584871
106,6.504839512501709,2.8456700988077013,2.122809893288343,8.518465722683036,3.75349572125876,3.944702126271036,7.978385251112519
107,6.48694941483255,2.863916890464294,2.122357172048572,8.493451002569646,3.797273815370805,3.95673371668562,7.98474253019708
108,6.488738424599459,2.9194866650548263,2.112850026013372,8.561249461070606,3.751592325862577,3.957148599113708,7.911633820724731
109,6.50126149296786,3.0198440191660803,2.127789826925831,8.53091217108263,3.772529675220517,3.977062955661984,7.8766687857596995
110,6.51020654180244,3.0115500229585503,2.13412792428263,8.455367283978964,3.816307769332562,3.984945721795676,7.92116973935156
111,6.519151590637021,3.02482041689061,2.142276906598517,8.475506233643797,3.820114560124912,3.991168958217012,7.8099173553719
112,6.50841753203553,3.0215028184075803,2.143182349078064,8.601978995672058,3.867699445029308,3.986605251508032,7.63509218054673
