day,gurkor,guitars,slingshots,stocks,sugar,water,tranquillity
113,6.528096639471601,3.03892021044342,2.160838477429143,8.58767470225336,3.861989258840784,3.995732664925992,7.644628099173561
114,6.531674659005421,3.02730861575286,2.1572167075109787,8.686103971370944,3.860085863444601,3.9878498987923,7.77177368086459
115,6.53704168830615,3.05467880323776,2.146804118996228,8.601435497171986,3.890540189783415,3.994488017641728,7.692307692307691
116,6.53704168830615,3.0820489907226603,2.138655136680353,8.637947616815811,3.846762095671376,3.993658252785548,7.66052129688493
117,6.5155735711032,3.05136120475476,2.143635070317826,8.80507339969327,3.831534932501969,3.9878498987923,7.59059122695486
118,6.47442634646415,3.0414084093057,2.1404660216394245,8.740745199749702,3.839148514086669,3.977892720518164,7.733630006357281
119,6.44222417065968,3.05467880323776,2.126884384446287,8.722513616183832,3.846762095671376,3.989094546076568,7.739987285441829
120,6.43149011205819,3.06131400020379,2.1291479906451443,8.762991391995616,3.7687228844281657,3.990754075788924,7.82581055308328
121,6.44222417065968,3.10941917820753,2.145445955276919,8.678141462191073,3.785853442993748,3.993658252785548,7.711379529561349
122,6.44043516089277,3.08287839034341,2.139560579159878,8.788635364433805,3.81440437393638,3.990339193360836,7.736808645899559
123,6.45474723902808,3.06048460058304,2.142276906598517,8.83673796465137,3.793467024578448,3.979137367802428,7.752701843610939
124,6.497683473434039,3.05467880323776,2.1563112650314324,8.898449902486055,3.907670748348997,3.99241360550128,7.77177368086459
125,6.48516040506564,3.0579964017207897,2.145445955276919,8.77832343446997,3.909574143745172,3.990339193360836,7.730451366815
126,6.469059317163389,3.03062621423589,2.1513313313939384,8.77204815191808,3.88863679438724,4.00112613649116,7.76223776223776
127,6.47621535623106,3.08039019148113,2.1567639862711947,8.73810353325433,3.900057166764298,4.01730655118664,7.86077558804832
128,6.46548129762957,3.0895135873094395,2.162196641148452,8.762373768514719,3.9305114931031113,4.02104049303944,7.86713286713287
129,6.4726373366972405,3.11356617631131,2.164007526107545,8.767565472681783,3.913380934537529,4.0227000227518,7.81945327399873
130,6.47800436599797,3.1293247691056503,2.166723853546184,8.73310027637623,3.882926608198715,4.0339018483102,7.83216783216783
131,6.492316444133309,3.11024857782831,2.1748728358620584,8.815538888384559,3.913380934537529,4.02892325917312,7.739987285441829
132,6.48694941483255,3.10693097934528,2.177589163300697,8.753076376649856,3.9114775391413534,4.03888043744724,7.67641449459631
133,6.495894463667129,3.1508891592452404,2.180305490739315,8.524046569785707,3.96667600563045,4.04178461444388,7.66369993642721
134,6.49410545390022,3.17991814597164,2.1721565084234404,8.399133884125646,3.985709959592207,4.04178461444388,7.60330578512397
135,6.49410545390022,3.19650613838673,2.1748728358620584,8.591703350180751,3.9457386562725176,4.04385902658432,7.61919898283535
136,6.53346366877233,3.1741123486263603,2.1870963093358804,8.462711592100328,3.999033727365439,4.03224231859784,7.60966306420852
137,6.524518619937751,3.1882121421792,2.1911708004938286,8.493745999135504,3.9704827964228,4.03888043744724,7.55562619198983
138,6.531674659005421,3.22304692625088,2.202036110248342,8.496131634455296,3.9704827964228,4.03348696588212,7.453909726637001
139,6.5531427762084,3.2172411289056,2.201130667768796,8.405776965649228,3.9381250746878114,4.0339018483102,7.457088366179279
140,6.563876834809889,3.1766005474886403,2.2047524376869814,8.406759816721335,3.9343182838954607,4.02767861188884,7.48251748251748
141,6.563876834809889,3.1450833618999603,2.2092796500846914,8.29231591783594,3.8848300035948897,4.03182743616976,7.438016528925619
142,6.5907119813136,3.1790887463508897,2.225577614716462,8.288386256490352,3.901960562160472,4.03099767131356,7.42848061029879
143,6.60681306921582,3.18489454369617,2.225577614716462,8.299020326291245,3.9190911207260544,4.04676320358096,7.4157660521296895
144,6.631859205952649,3.14674216114149,2.2138068624824023,8.486729280471021,3.936221679291636,4.04261437930008,7.38080101716465
145,6.61396910828349,3.17825934673014,2.219239517359659,8.620333702575405,3.9704827964228,4.05464596971464,7.41894469167197
146,6.622914157118069,3.20645893383579,2.230104827114173,8.631389422710333,3.995226936573089,4.05464596971464,7.41894469167197
147,6.62111151309054,3.20811773307729,2.2305575483539566,8.4798133981149,3.993323541176914,4.06875197226968,7.42212333121424
148,6.61390093698045,3.19318853990373,2.2387065306698317,8.442687743076045,3.981903168799857,4.07165614926628,7.39351557533376
149,6.63373002128319,3.20728833345654,2.238253809430069,8.602920130694395,3.989516750384564,4.07704962083144,7.41258741258741
150,6.68059876599879,3.18904154179995,2.2500245616641283,8.827011551153408,4.02736795294988,4.08119844511236,7.3871582962492095
151,6.68059876599879,3.1757711478678896,2.2500245616641283,8.789423616243496,4.02547539282161,4.09032585853032,7.39669421487603
152,6.705835782384121,3.13844816493393,2.2228612872778446,8.730185519545106,3.9819465098714977,4.08452867671016,7.40940877304514
153,6.698625206274,3.10527218010378,2.195698012891539,8.482236045249827,3.9876241902562937,4.07914557930572,7.3490146217418895
154,6.64634852947587,3.09366058541322,2.2074687651255998,8.313775720442557,3.953558107947511,4.0733483974856,7.27590591226955
155,6.67699347794373,3.0978075835169703,2.2355374819914298,8.24359489442397,3.9611283484605697,4.07831741047428,7.21869040050858
156,6.67879612197126,3.1152249755528096,2.2319303218752835,8.128845432766221,4.0349381934629465,4.07417656631704,7.22822631913541
157,6.63553266531072,3.1152249755528096,2.209385571149264,8.086436882292361,3.9819465098714977,4.07583290397992,7.158296249205341
158,6.63553266531072,3.06690786893937,2.22426510662842,8.225329771271397,3.9819465098714977,4.0654807935868,7.18372536554355
159,6.6517564615584295,3.087381219199289,2.2229124215848755,8.305833883521101,3.8986738642278,4.0733483974856,7.21551176096631
160,6.6517564615584295,3.11276817352164,2.2274213717300797,7.9784317250612675,3.881640823073405,4.09653712476616,7.21551176096631
161,6.631927377255689,3.18974797049901,2.2229124215848755,7.898846166264144,3.855144981277681,4.09819346242908,7.2027972027972
162,6.62111151309054,3.193842640551,2.1913497705684475,7.962945359057497,3.8948887439712663,4.10730331957504,7.1074380165289295
163,6.62832208920063,3.1528959400311,2.2274213717300797,8.13390603536911,3.83054169961022,4.08949768969884,7.11379529561348
164,6.63553266531072,3.1455255339375303,2.2490643324270416,8.038269363686211,3.83054169961022,4.07417656631704,7.09472345835982
165,6.64274324142081,3.1283279197191898,2.253573282572246,8.091357369375675,3.86460778191901,4.0754188195642,7.0979020979021
166,6.698625206274,3.17418822430146,2.271609083153061,7.813958326683039,3.822971459097161,4.09363853385612,7.1074380165289295
167,6.70042785030153,3.17582609232225,2.275667138283737,7.8889015605773425,3.8381119401232855,4.1019202221706,7.12333121424031
168,6.6733881898887,3.17336929029105,2.275667138283737,7.739184605035549,3.817293778712365,4.10316247541776,7.06929434202162
169,6.65716439364099,3.16108528013508,2.2779216133563387,7.532932662443423,3.807830978071036,4.09322444944036,7.08200890019072
170,6.68600669808135,3.17746396034304,2.2878413036757834,7.495798345786304,3.8627152217907463,4.09363853385612,7.12015257469803
171,6.69321727419144,3.21185918877975,2.3022699441404315,7.576172815306656,3.8589301015342143,4.09943571567624,7.10108073744437
172,6.68059876599879,3.265908833466,2.295957413937155,7.753186511725377,3.8665003420472734,4.11558500788952,7.07247298156389
173,6.68059876599879,3.30521766596508,2.3009172590968667,7.729650777352163,3.8986738642278,4.12676528711408,7.07883026064844
174,6.67879612197126,3.2970283258611,2.3004663640823586,7.653663475134751,3.8627152217907463,4.12428078061976,7.06293706293706
175,6.7238622226593305,3.34616436648498,2.2995645740533224,7.623450276332064,3.872178022432077,4.13463289101288,7.05975842339479
176,6.7238622226593305,3.3297856862770203,2.2995645740533224,7.47813814492728,3.872178022432077,4.13339063776568,7.09154481881755
177,6.71484900252171,3.31995847815225,2.3248146948664523,7.579170978496907,3.8381119401232855,4.1416723260802,7.075651621106171
178,6.71124371446668,3.3035797979442902,2.33653796524397,7.49717785799768,3.8154012185840953,4.1416723260802,7.088366179275269
179,6.73107279876942,3.2994851278923,2.358180925940953,7.5388266506910675,3.83054169961022,4.14001598841728,7.13286713286713
180,6.74369130696207,3.35271583856814,2.367198826231361,7.737847573486075,3.849467300892885,4.14746950790032,7.2027972027972
181,6.705835782384121,3.36827558476572,2.35908271596999,7.767449352324249,3.817293778712365,4.15202443647332,7.142403051493959
182,6.70763842641162,3.36827558476572,2.322109324779321,7.783679530345221,3.817293778712365,4.1549230273834,7.07247298156389
183,6.71484900252171,3.3740081228385,2.313091424488913,7.7776338618890914,3.8475747407646153,4.16072020920352,7.07247298156389
184,6.675190833916229,3.3789217269008702,2.3162476895905515,7.732697583050931,3.8381119401232855,4.14788359231608,7.13286713286713
185,6.6499538175309,3.44771218377429,2.3166985846050805,7.9061167807729085,3.8627152217907463,4.15989204037208,7.09472345835982
186,6.631927377255689,3.41659269137916,2.3166985846050805,7.80978069809046,3.872178022432077,4.14415683257452,7.07883026064844
187,6.6499538175309,3.37564599085929,2.311738739445369,7.838494388264606,3.804045857814503,4.14664133906888,6.85314685314685
188,6.64274324142081,3.38874893502564,2.3257164848954885,7.772134224826699,3.760516974864384,4.13214838451852,6.79910998092816
189,6.653559105585959,3.39530040710883,2.3306763300552,8.027662638379839,3.709417851401206,4.13877373517012,6.79910998092816
190,6.639137953365781,3.410041219296,2.3460067605489066,7.8245835650328415,3.728343452683864,4.144985001406,6.80228862047044
191,6.59767714073274,3.42314416346235,2.3460067605489066,7.896686287291682,3.6885996899902778,4.13587514426004,6.61474888747616
192,6.565229548237351,3.45262578783666,2.3518683957376547,7.976948999856053,3.684814569733745,4.14125824166448,6.69421487603306
193,6.57244012434744,3.44525538174309,2.314895004547008,7.909937695134233,3.684814569733745,4.14208641049592,6.67832167832168
194,6.5544136840722,3.3789217269008702,2.2752162432692296,8.004218971421464,3.614789844987909,4.140430072833,6.66878575969485
195,6.5309793117144,3.31668274211064,2.2770198233273025,7.959162009660363,3.5069139176767505,4.1151709234738,6.80228862047044
196,6.558018972127259,3.3084934020066905,2.292801148835516,7.98992942391367,3.533409759472474,4.11351458581088,6.75778766687858
197,,3.36336198070332,2.306778894285636,7.928834088755078,3.419856151776519,4.13256246893424,6.69103623649078
198,,3.31913954414184,2.3270691699390538,8.00806647197846,3.4425668733157098,4.12055402087824,6.72282263191354
199,,3.3330614223186,2.3270691699390538,8.059340874248276,3.436889192930914,4.1184835987996,6.81182453909727
200,,3.3297856862770203,2.331127225069729,8.00662099492307,3.5144841581898163,4.1271793715298,6.8277177368086495
201,,3.3854731989840605,2.306778894285636,8.1103895768386,3.421748711904782,4.13421880659716,6.81818181818182
202,,3.4051276152336,2.3040735241985053,8.10368419475731,3.482310636009296,4.14125824166448,6.7005721551176105
203,,3.4051276152336,2.272961768196627,8.24693879876702,3.434996632802644,4.14125824166448,6.7418944691672
204,,3.41167908731679,2.265747447964292,8.185823618895105,3.429318952417848,4.1516103520576,6.7450731087094695
205,,3.39857614315041,2.254475072601282,8.050654471438085,3.391467749852532,4.15202443647332,6.76096630642085
206,,3.33224248830822,2.2161489963670697,8.092910741827964,3.291162063054439,4.13214838451852,6.83089637635092
207,,3.337975026381,2.241399117180199,7.979780779361733,3.291162063054439,4.12096810529396,6.85632549268913
208,,3.3445264984641603,2.254475072601282,8.081670927990416,3.228707578821662,4.12303852737256,6.73553719008265
209,,3.38055959492166,2.254475072601282,7.994098472005226,3.260881101002182,4.12800754036128,6.74825174825175
210,,3.35599157460975,2.2567295476738845,7.929500866696848,3.160575414204089,4.13753148192296,6.70692943420216
211,,3.37564599085929,2.2499661224560783,7.94539167789925,3.054592047021193,4.13960190400156,6.7005721551176105
212,,3.38055959492166,2.2472607523689687,8.07536898287374,3.100013490099575,4.13132021568708,6.77368086458996
213,,3.43788497564952,2.2770198233273025,8.160059969819743,3.2135670977955297,4.13670331309148,6.8340750158932
214,,3.45098791981587,2.2837832485451086,8.22075424159487,3.302517423824032,4.12966387802416,6.84996821360458
215,,3.49275355434615,2.295055623908118,8.16238050878183,3.304409983952294,4.13877373517012,6.837253655435481
216,,3.4894778183045703,2.3009172590968667,7.910464149465935,3.190856376256339,4.1437427481588,6.84996821360458
217,,3.4894778183045703,2.2991136790387934,7.820927133395422,3.1589478124937806,4.14664133906888,6.95486331849968
218,,3.54762213304281,2.2982118890097567,7.975298655238256,3.061345146867112,4.15657936504628,6.993006993006991
219,,3.54188959497003,2.284234143559616,8.117421007938411,3.190856376256339,4.173556826091,7.075651621106171
220,,3.5574493411675805,2.276118033298266,8.06728874135011,3.2471656064255727,4.16941598193376,7.18372536554355
221,,3.54270852898041,2.286449731495588,7.986557043722602,3.265935349815313,4.17604133258536,7.31087094723458
222,,3.50012396043975,2.270727582064867,8.100977751190568,3.265935349815313,4.15409485855192,7.266369993642719
223,,3.5009313708112204,2.2774656461066045,7.893946889607792,3.31285970828967,4.16983006634948,7.0979020979021
224,,3.5186943989841595,2.275219624759359,7.659497329685495,3.352276169408132,4.15947795595636,7.01525746980293
225,,3.52192404047016,2.299925859579063,7.489397822680311,3.39544657920454,4.16568922219224,7.034329307056581
226,,3.59055392204742,2.298578246770703,7.545518074833942,3.2828281188660857,4.17231457284384,7.10108073744437
227,,3.58651687018992,2.283305301609435,7.559591307206586,3.252796529442495,4.16858781310232,7.088366179275269
228,,3.6220429265358,2.2819576888010964,7.472043074210218,3.279074170188138,4.17107231959664,7.1106166560712
229,,3.65272452065268,2.2927385912678724,7.630843903512373,3.279074170188138,4.18142442998976,7.1360457724094095
230,,3.65272452065268,2.2927385912678724,7.755469029311063,3.209626119646086,4.18142442998976,7.1360457724094095
231,,3.72781368520191,2.301273472387402,7.705062773850469,3.162701761171729,4.18142442998976,7.1360457724094095
232,,3.6761394214260905,2.3120543748541778,7.825755463025051,3.2283958630358263,4.18142442998976,7.1360457724094095
233,,3.65191711028118,2.331370158440484,7.784787620857313,3.254673503781469,4.19260470921436,7.2027972027972
234,,3.67371719031159,2.3259797072071065,7.730908839642731,3.267812324154287,4.19384696246152,7.24411951684679
235,,3.72135440222994,2.3138511919319704,7.754377500128417,3.267812324154287,4.19384696246152,7.24411951684679
236,,3.68017647328359,2.324182890129314,7.633429130102841,3.256550478120443,4.18059626115832,7.177368086459
237,,3.63011703025077,2.33496379259609,7.667318165762652,3.356030118086079,4.17562724816964,7.23776223776224
238,,3.63011703025077,2.3322685669793906,7.650662972282243,3.372922887136852,4.17562724816964,7.31722822631914
239,,3.63576890285124,2.3457446950628658,7.767157492885103,3.406708425238391,4.18929203388856,7.29179910998093
240,,3.6204281057928,2.34933832921845,7.845530762743776,3.470525552763514,4.18597935856276,7.425301970756521
